1,16151333,3022125555,150,Signet
2,16151254,3022125362,150,Arnotts
3,16151547,3022123243,150,Lion Nathan
4,16151418,3022125842,150,Jayco
1,16161111,3022122324,160,Pfd Food
2,16151333,3022125555,160,Signet
3,16151213,3022125764,160,Parmalat
4,16151415,3022125121,160,Simplot
1,16151418,3022125842,180,Jayco
2,16161111,3022122324,180,Pfd Food
3,16151213,3022125764,180,Parmalat
4,16151333,3022125555,180,Signet
